GCF_000008345.1,Cutibacterium_acnes_KPA171202,267747,ACTINOMYCETOTA
GCF_025264705.1,Dactylosporangium_aurantiacum_NRRL_B-8018,35754,ACTINOMYCETOTA
GCF_030296675.1,Demequina_sediminis_NBRC_112286,1930058,ACTINOMYCETOTA
GCF_001643775.1,Denitrobacterium_detoxificans_NPOH1,79604,ACTINOMYCETOTA
GCF_001678905.1,Dermabacter_vaginalis_AD1-86,1630135,ACTINOMYCETOTA
GCF_000725405.1,Dermacoccus_nishinomiyaensis_M25,1274,ACTINOMYCETOTA
GCF_020715685.1,Dermatobacter_hominis_Kera-3,2884263,ACTINOMYCETOTA
GCF_900187045.1,Dermatophilus_congolensis_NCTC13039,1863,ACTINOMYCETOTA
GCF_900070355.1,Devriesea_agamarum_IMP2,472569,ACTINOMYCETOTA
GCF_009755725.1,Diaminobutyricimonas_LJ205,2683590,ACTINOMYCETOTA
GCF_001659785.1,Dietzia_timorensis_ID05-A0528,499555,ACTINOMYCETOTA
GCF_000024265.1,Eggerthella_lenta_DSM_2243,479437,ACTINOMYCETOTA
GCF_004322855.1,Egibacter_rhizosphaerae_EGI_80759,1670831,ACTINOMYCETOTA
GCF_004300825.1,Egicoccus_halophilus_EGI_80432,1670830,ACTINOMYCETOTA
GCF_009834025.1,Epidermidibacterium_keratini_EPI-7,1891644,ACTINOMYCETOTA
GCF_003344865.1,Euzebya_pacifica_DY32-46,1608957,ACTINOMYCETOTA
GCF_016026575.1,Fannyhessea_vaginae_FDAARGOS_934,82135,ACTINOMYCETOTA
GCF_003952265.1,Flaviflexus_salsibiostraticola_KCTC_33148,1282737,ACTINOMYCETOTA
GCF_000058485.1,Frankia_alni_ACN14a,326424,ACTINOMYCETOTA
GCF_014217665.1,Frigoribacterium_NBH87,2596916,ACTINOMYCETOTA
GCF_001577365.1,Frondihabitans_PAMC_28766_SR6,1795630,ACTINOMYCETOTA
GCF_000159155.2,Gardnerella_vaginalis_ATCC_14019,525284,ACTINOMYCETOTA
GCA_014218215.1,Geodermatophilaceae_bacterium_NBWT11,2596920,ACTINOMYCETOTA
GCF_000025345.1,Geodermatophilus_obscurus_DSM_43160,526225,ACTINOMYCETOTA
GCF_003710105.1,Georgenia_faecalis_ZLJ0423,2483799,ACTINOMYCETOTA
GCF_012277275.1,Gephyromycinifex_aptenodytis_NJES-13,2716227,ACTINOMYCETOTA
